step,a,b,c,x,xprime,y
5699236,1,1,5,4061,163,518
5699239,1,1,4,4061,163,518
5699242,0,1,4,4061,163,518
5699247,0,1,3,4061,163,518
5699262,0,1,2,4061,163,518
5699265,0,1,1,4061,163,518
5699293,0,1,0,4061,163,519
5700219,0,1,0,4062,162,519
5700901,0,1,0,4063,161,519
5701558,1,1,0,4063,161,519
5701567,1,1,1,4061,162,519
5701576,1,1,2,4059,163,519
5701578,1,1,3,4057,164,519
5701581,1,1,4,4055,165,519
5701582,1,1,3,4055,165,519
5701586,1,1,2,4055,165,519
5701591,0,1,2,4055,165,519
5701594,0,1,1,4055,165,519
5702113,0,1,1,4056,164,519
5702906,0,1,1,4057,163,519
5702935,0,1,0,4057,163,520
5705808,0,1,0,4058,162,520
5705942,0,1,0,4059,161,520
5706092,0,1,0,4060,160,520
5709762,0,1,0,4061,159,520
5711346,0,1,0,4062,158,520
5711620,0,1,0,4063,157,520
5712865,0,1,0,4064,156,520
5713259,0,1,0,4065,155,520
5713262,0,1,0,4066,154,520
5713759,0,1,0,4067,153,520
5714036,0,1,0,4068,152,520
5714814,0,1,0,4069,151,520
5714981,0,1,0,4070,150,520
5716885,0,1,0,4071,149,520
5718428,0,1,0,4072,148,520
5718879,0,1,0,4073,147,520
5719877,0,1,0,4074,146,520
5720667,0,1,0,4075,145,520
5721462,0,1,0,4076,144,520
5722795,0,1,0,4077,143,520
5724683,0,1,0,4078,142,520
5727905,0,1,0,4079,141,520
5730245,0,1,0,4080,140,520
5730769,0,1,0,4081,139,520
5731694,0,1,0,4082,138,520
5733538,0,1,0,4083,137,520
5733542,0,1,0,4084,136,520
5733666,0,1,0,4085,135,520
5733857,1,1,0,4085,135,520
5733863,1,1,1,4083,136,520
5733878,1,1,2,4081,137,520
5733880,1,1,1,4081,137,520
5733882,1,1,2,4079,138,520
5733883,1,1,1,4079,138,520
5733907,1,1,2,4077,139,520
5733917,0,1,2,4077,139,520
5733956,0,1,1,4077,139,520
5734303,0,1,1,4078,138,520
5734463,0,1,1,4079,137,520
5735056,0,1,1,4080,136,520
5735162,0,1,0,4080,136,521
5737935,0,1,0,4081,135,521
5738798,0,1,0,4082,134,521
5739995,0,1,0,4083,133,521
5740378,0,1,0,4084,132,521
5742363,0,1,0,4085,131,521
5743194,0,1,0,4086,130,521
5743340,0,1,0,4087,129,521
5743699,0,1,0,4088,128,521
5744237,0,1,0,4089,127,521
5744950,0,1,0,4090,126,521
5745268,0,1,0,4091,125,521
5746338,0,1,0,4092,124,521
5746774,0,1,0,4093,123,521
5747607,0,1,0,4094,122,521
5749185,0,1,0,4095,121,521
5751561,0,1,0,4096,120,521
5751585,0,1,0,4097,119,521
5752492,0,1,0,4098,118,521
5753423,0,1,0,4099,117,521
5755209,0,1,0,4100,116,521
5759007,0,1,0,4101,115,521
5760081,0,1,0,4102,114,521
5760888,0,1,0,4103,113,521
5761000,0,1,0,4104,112,521
5761328,0,1,0,4105,111,521
5761429,0,1,0,4106,110,521
5762307,0,1,0,4107,109,521
5762311,0,1,0,4108,108,521
5762861,0,1,0,4109,107,521
5763924,0,1,0,4110,106,521
5765508,0,1,0,4111,105,521
5768182,0,1,0,4112,104,521
5770901,0,1,0,4113,103,521
5774787,0,1,0,4114,102,521
5778601,0,1,0,4115,101,521
5779161,0,1,0,4116,100,521
5781420,1,1,0,4116,100,521
5781429,1,1,1,4114,101,521
5781437,1,1,2,4112,102,521
5781445,1,1,3,4110,103,521
5781448,1,1,2,4110,103,521
5781459,1,1,3,4108,104,521
5781461,1,1,2,4108,104,521
5781463,1,1,3,4106,105,521
5781467,1,1,2,4106,105,521
5781472,1,1,1,4106,105,521
5781490,1,1,2,4104,106,521
5781497,1,1,3,4102,107,521
5781510,1,1,4,4100,108,521
5781516,1,1,5,4098,109,521
5781518,0,1,5,4098,109,521
5781526,0,1,4,4098,109,521
5781537,0,1,3,4098,109,521
5781589,0,1,2,4098,109,521
5781611,0,1,1,4098,109,521
5781895,0,1,1,4099,108,521
5782904,1,1,1,4099,108,521
5782907,1,1,2,4097,109,521
5782924,1,1,1,4097,109,521
5782932,1,1,2,4095,110,521
5782934,1,1,3,4093,111,521
5782937,1,1,2,4093,111,521
5782939,1,1,1,4093,111,521
5782944,1,1,2,4091,112,521
5782945,1,1,3,4089,113,521
5782950,1,1,4,4087,114,521
5782951,1,1,5,4085,115,521
5782952,1,1,6,4083,116,521
5782953,1,1,5,4083,116,521
5782954,1,1,4,4083,116,521
5782957,1,1,3,4083,116,521
5782960,1,1,2,4083,116,521
5782961,1,1,3,4081,117,521
5782967,1,1,4,4079,118,521
5782968,1,1,3,4079,118,521
5782969,1,1,2,4079,118,521
5782973,1,1,3,4077,119,521
5782979,1,1,4,4075,120,521
5782983,1,1,5,4073,121,521
5782988,1,1,6,4071,122,521
5783007,1,1,5,4071,122,521
5783009,1,1,6,4069,123,521
5783013,1,1,7,4067,124,521
5783017,1,1,8,4065,125,521
5783019,1,1,7,4065,125,521
5783029,1,1,8,4063,126,521
5783030,1,1,7,4063,126,521
5783032,1,1,8,4061,127,521
5783039,1,1,7,4061,127,521
5783040,1,1,6,4061,127,521
5783042,1,1,5,4061,127,521
5783047,1,1,4,4061,127,521
5783051,1,1,3,4061,127,521
5783054,1,1,4,4059,128,521
5783055,1,1,5,4057,129,521
5783063,1,1,6,4055,130,521
5783070,1,1,5,4055,130,521
5783072,1,1,4,4055,130,521
5783074,1,1,3,4055,130,521
5783085,1,1,4,4053,131,521
5783096,1,1,5,4051,132,521
5783104,1,1,6,4049,133,521
5783113,1,1,5,4049,133,521
5783118,1,1,6,4047,134,521
5783119,1,1,7,4045,135,521
5783120,1,1,6,4045,135,521
5783128,1,1,7,4043,136,521
5783131,1,1,8,4041,137,521
5783134,1,1,9,4039,138,521
5783136,1,1,8,4039,138,521
5783151,1,1,7,4039,138,521
5783158,1,1,8,4037,139,521
5783167,1,1,9,4035,140,521
5783168,1,1,8,4035,140,521
5783173,1,1,7,4035,140,521
5783176,1,1,6,4035,140,521
5783180,1,1,5,4035,140,521
5783186,1,1,6,4033,141,521
5783191,1,1,5,4033,141,521
5783202,1,1,6,4031,142,521
5783214,1,1,7,4029,143,521
5783217,1,1,8,4027,144,521
5783218,1,1,7,4027,144,521
5783239,1,1,8,4025,145,521
5783258,1,1,7,4025,145,521
5783259,1,1,6,4025,145,521
5783265,1,1,5,4025,145,521
5783268,1,1,6,4023,146,521
5783270,1,1,7,4021,147,521
5783274,1,1,6,4021,147,521
5783280,1,1,5,4021,147,521
5783284,1,1,6,4019,148,521
5783290,1,1,5,4019,148,521
5783303,1,1,6,4017,149,521
5783310,1,1,7,4015,150,521
5783314,1,1,8,4013,151,521
5783320,1,1,7,4013,151,521
5783323,1,1,8,4011,152,521
5783332,1,1,7,4011,152,521
5783333,1,1,8,4009,153,521
5783334,1,1,7,4009,153,521
5783336,1,1,6,4009,153,521
5783341,1,1,7,4007,154,521
5783350,1,1,6,4007,154,521
5783354,1,1,5,4007,154,521
5783355,1,1,6,4005,155,521
5783358,1,1,5,4005,155,521
5783359,1,1,4,4005,155,521
5783361,1,1,5,4003,156,521
5783365,1,1,4,4003,156,521
5783376,1,1,5,4001,157,521
5783381,1,1,6,3999,158,521
5783382,1,1,5,3999,158,521
5783391,1,1,6,3997,159,521
5783394,0,1,6,3997,159,521
5783413,0,1,5,3997,159,521
5783417,0,1,4,3997,159,521
5783427,0,1,3,3997,159,521
5783432,0,1,2,3997,159,521
5783434,0,1,1,3997,159,521
5784731,0,1,0,3997,159,522
5787204,1,1,0,3997,159,522
5787222,1,1,1,3995,160,522
5787228,1,1,2,3993,161,522
5787232,1,1,1,3993,161,522
5787244,0,1,1,3993,161,522
5787750,0,1,0,3993,161,523
5788027,0,1,0,3994,160,523
5790096,0,1,0,3995,159,523
5790187,0,1,0,3996,158,523
5791400,0,1,0,3997,157,523
5791809,0,1,0,3998,156,523
5793147,0,1,0,3999,155,523
5794126,0,1,0,4000,154,523
5794652,0,1,0,4001,153,523
5795507,0,1,0,4002,152,523
5796380,0,1,0,4003,151,523
5797793,0,1,0,4004,150,523
5798450,0,1,0,4005,149,523
5798512,0,1,0,4006,148,523
5798803,0,1,0,4007,147,523
5798836,0,1,0,4008,146,523
5799142,0,1,0,4009,145,523
5799621,0,1,0,4010,144,523
5800599,0,1,0,4011,143,523
5800893,0,1,0,4012,142,523
5802578,0,1,0,4013,141,523
5804956,0,1,0,4014,140,523
5805993,0,1,0,4015,139,523
5806437,0,1,0,4016,138,523
5806652,0,1,0,4017,137,523
5806749,0,1,0,4018,136,523
5806831,0,1,0,4019,135,523
5807264,0,1,0,4020,134,523
5808502,0,1,0,4021,133,523
5808679,0,1,0,4022,132,523
5809147,0,1,0,4023,131,523
5809688,0,1,0,4024,130,523
5810493,0,1,0,4025,129,523
5811680,0,1,0,4026,128,523
5815044,1,1,0,4026,128,523
5815046,1,1,1,4024,129,523
5815047,1,1,2,4022,130,523
5815059,1,1,3,4020,131,523
5815063,1,1,2,4020,131,523
5815079,1,1,3,4018,132,523
5815091,1,1,2,4018,132,523
5815096,1,1,1,4018,132,523
5815112,1,1,2,4016,133,523
5815117,1,1,1,4016,133,523
5815127,1,1,2,4014,134,523
5815128,1,1,1,4014,134,523
5815141,1,1,2,4012,135,523
5815143,1,1,3,4010,136,523
5815144,1,1,4,4008,137,523
5815146,1,1,5,4006,138,523
5815156,1,1,4,4006,138,523
5815162,1,1,5,4004,139,523
5815165,1,1,4,4004,139,523
5815166,1,1,5,4002,140,523
5815169,1,1,6,4000,141,523
5815174,1,1,5,4000,141,523
5815178,1,1,6,3998,142,523
5815184,1,1,5,3998,142,523
5815188,1,1,4,3998,142,523
5815209,1,1,3,3998,142,523
5815214,1,1,2,3998,142,523
5815223,1,1,1,3998,142,523
5815226,1,1,2,3996,143,523
5815230,1,1,3,3994,144,523
5815234,1,1,4,3992,145,523
5815240,1,1,5,3990,146,523
5815245,1,1,4,3990,146,523
5815258,1,1,5,3988,147,523
5815261,1,1,6,3986,148,523
5815266,1,1,5,3986,148,523
5815267,1,1,4,3986,148,523
5815278,1,1,3,3986,148,523
5815290,1,1,4,3984,149,523
5815292,1,1,3,3984,149,523
5815295,1,1,4,3982,150,523
5815296,1,1,5,3980,151,523
5815298,1,1,4,3980,151,523
5815307,1,1,5,3978,152,523
5815315,1,1,6,3976,153,523
5815316,1,1,5,3976,153,523
5815325,1,1,4,3976,153,523
5815329,1,1,5,3974,154,523
5815340,1,1,4,3974,154,523
5815347,1,1,3,3974,154,523
5815354,1,1,4,3972,155,523
5815358,1,1,5,3970,156,523
5815359,1,1,6,3968,157,523
5815364,1,1,5,3968,157,523
5815370,1,1,6,3966,158,523
5815380,1,1,5,3966,158,523
5815384,0,1,5,3966,158,523
5815387,0,1,4,3966,158,523
5815420,0,1,3,3966,158,523
5815434,0,1,2,3966,158,523
5815438,0,1,1,3966,158,523
5815725,0,1,0,3966,158,524
5817155,0,1,0,3967,157,524
5817664,0,1,0,3968,156,524
5817829,0,1,0,3969,155,524
5820557,0,1,0,3970,154,524
5821283,0,1,0,3971,153,524
5821505,0,1,0,3972,152,524
5822689,0,1,0,3973,151,524
5823509,0,1,0,3974,150,524
5825642,0,1,0,3975,149,524
5827423,0,1,0,3976,148,524
5831297,0,1,0,3977,147,524
5831732,0,1,0,3978,146,524
5831921,0,1,0,3979,145,524
5832390,1,1,0,3979,145,524
5832421,1,1,1,3977,146,524
5832428,1,1,2,3975,147,524
5832431,1,1,1,3975,147,524
5832432,0,1,1,3975,147,524
5834171,0,1,0,3975,147,525
5834317,0,1,0,3976,146,525
5834807,0,1,0,3977,145,525
5835816,0,1,0,3978,144,525
5835848,0,1,0,3979,143,525
5837726,0,1,0,3980,142,525
5840516,0,1,0,3981,141,525
5840658,0,1,0,3982,140,525
5841017,0,1,0,3983,139,525
5841523,0,1,0,3984,138,525
5842794,0,1,0,3985,137,525
5843930,0,1,0,3986,136,525
5844761,0,1,0,3987,135,525
5844774,0,1,0,3988,134,525
5844957,0,1,0,3989,133,525
5845149,0,1,0,3990,132,525
5846398,0,1,0,3991,131,525
5846975,0,1,0,3992,130,525
5847470,0,1,0,3993,129,525
5847629,0,1,0,3994,128,525
5848665,0,1,0,3995,127,525
5849013,0,1,0,3996,126,525
5850016,1,1,0,3996,126,525
5850020,1,1,1,3994,127,525
5850025,1,1,2,3992,128,525
5850039,1,1,1,3992,128,525
5850041,1,1,2,3990,129,525
5850044,0,1,2,3990,129,525
5850062,0,1,1,3990,129,525
5851481,0,1,0,3990,129,526
5852636,0,1,0,3991,128,526
5853077,0,1,0,3992,127,526
5853079,0,1,0,3993,126,526
5853178,0,1,0,3994,125,526
5853797,0,1,0,3995,124,526
5854024,0,1,0,3996,123,526
5854048,0,1,0,3997,122,526
5854125,0,1,0,3998,121,526
5854231,0,1,0,3999,120,526
5855137,0,1,0,4000,119,526
5856092,1,1,0,4000,119,526
5856098,1,1,1,3998,120,526
5856109,1,1,2,3996,121,526
5856112,1,1,1,3996,121,526
5856115,1,1,2,3994,122,526
5856122,1,1,1,3994,122,526
5856123,1,1,2,3992,123,526
5856127,0,1,2,3992,123,526
5856159,0,1,1,3992,123,526
5857018,1,1,1,3992,123,526
5857019,1,1,2,3990,124,526
5857021,1,1,3,3988,125,526
5857023,1,1,2,3988,125,526
5857025,1,1,1,3988,125,526
5857027,0,1,1,3988,125,526
5857634,0,1,1,3989,124,526
5858349,0,1,0,3989,124,527
5858493,0,1,0,3990,123,527
5859128,0,1,0,3991,122,527
5859945,0,1,0,3992,121,527
5860479,0,1,0,3993,120,527
5861816,0,1,0,3994,119,527
5861998,0,1,0,3995,118,527
5864769,0,1,0,3996,117,527
5864845,0,1,0,3997,116,527
5865642,0,1,0,3998,115,527
5866978,0,1,0,3999,114,527
5868877,0,1,0,4000,113,527
5869335,0,1,0,4001,112,527
5869524,0,1,0,4002,111,527
5871248,0,1,0,4003,110,527
5873722,1,1,0,4003,110,527
5873735,0,1,0,4003,110,527
5875584,0,1,0,4004,109,527
5876870,1,1,0,4004,109,527
5876873,1,1,1,4002,110,527
5876882,1,1,2,4000,111,527
5876889,1,1,3,3998,112,527
5876896,1,1,2,3998,112,527
5876914,1,1,1,3998,112,527
5876917,1,1,2,3996,113,527
5876920,1,1,1,3996,113,527
5876937,1,1,2,3994,114,527
5876939,0,1,2,3994,114,527
5876940,0,1,1,3994,114,527
5877029,0,1,1,3995,113,527
5877342,0,1,0,3995,113,528
5878401,0,1,0,3996,112,528
5878433,1,1,0,3996,112,528
5878444,1,1,1,3994,113,528
5878446,1,1,2,3992,114,528
5878453,1,1,1,3992,114,528
5878460,1,1,2,3990,115,528
5878466,1,1,3,3988,116,528
5878468,1,1,4,3986,117,528
5878481,1,1,5,3984,118,528
5878498,1,1,6,3982,119,528
5878499,1,1,7,3980,120,528
5878518,1,1,8,3978,121,528
5878521,1,1,8,3979,120,528
5878529,1,1,7,3979,120,528
5878537,1,1,8,3977,121,528
5878542,1,1,9,3975,122,528
5878543,1,1,8,3975,122,528
5878544,1,1,9,3973,123,528
5878552,1,1,8,3973,123,528
5878556,1,1,9,3971,124,528
5878557,1,1,10,3969,125,528
5878561,1,1,9,3969,125,528
5878567,1,1,10,3967,126,528
5878570,1,1,11,3965,127,528
5878574,1,1,10,3965,127,528
5878578,1,1,9,3965,127,528
5878586,1,1,10,3963,128,528
5878589,1,1,11,3961,129,528
5878591,1,1,10,3961,129,528
5878592,1,1,9,3961,129,528
5878604,1,1,10,3959,130,528
5878606,1,1,11,3957,131,528
5878609,1,1,12,3955,132,528
5878611,1,1,11,3955,132,528
5878616,0,1,11,3955,132,528
5878617,0,1,10,3955,132,528
5878649,1,1,10,3955,132,528
5878652,1,1,9,3955,132,528
5878654,1,1,10,3953,133,528
5878655,1,1,11,3951,134,528
5878656,1,1,10,3951,134,528
5878659,1,1,9,3951,134,528
5878672,1,1,10,3949,135,528
5878676,1,1,11,3947,136,528
5878687,1,1,10,3947,136,528
5878698,1,1,11,3945,137,528
5878702,1,1,12,3943,138,528
5878703,0,1,12,3943,138,528
5878721,0,1,11,3943,138,528
5878723,0,1,10,3943,138,528
5878739,0,1,9,3943,138,528
5878744,0,1,8,3943,138,528
5878760,0,1,7,3943,138,528
5878770,0,1,6,3943,138,528
5878788,0,1,5,3943,138,528
5878818,0,1,4,3943,138,528
5878819,0,1,3,3943,138,529
5878823,0,1,2,3943,138,529
5878882,0,1,1,3943,138,529
5879129,0,1,0,3943,138,530
5879523,0,1,0,3944,137,530
5881882,0,1,0,3945,136,530
5882826,0,1,0,3946,135,530
5883167,0,1,0,3947,134,530
5885035,0,1,0,3948,133,530
5885135,1,1,0,3948,133,530
5885146,0,1,0,3948,133,530
5885400,0,1,0,3949,132,530
5885479,0,1,0,3950,131,530
5885702,0,1,0,3951,130,530
5886088,0,1,0,3952,129,530
5886862,0,1,0,3953,128,530
5887067,1,1,0,3953,128,530
5887073,1,1,1,3951,129,530
5887079,1,1,2,3949,130,530
5887084,1,1,1,3949,130,530
5887098,0,1,1,3949,130,530
5887130,0,1,0,3949,130,531
5887676,0,1,0,3950,129,531
5888620,0,1,0,3951,128,531
5889215,1,1,0,3951,128,531
5889216,1,1,1,3949,129,531
5889223,1,1,2,3947,130,531
5889228,1,1,3,3945,131,531
5889231,1,1,4,3943,132,531
5889234,1,1,5,3941,133,531
5889243,0,1,5,3941,133,531
5889255,0,1,4,3941,133,531
5889256,0,1,3,3941,133,531
5889258,0,1,2,3941,133,531
5889275,0,1,1,3941,133,531
5889370,0,1,0,3941,133,532
5890877,0,1,0,3942,132,532
5891214,0,1,0,3943,131,532
5891952,0,1,0,3944,130,532
5892482,0,1,0,3945,129,532
5892937,0,1,0,3946,128,532
5894189,1,1,0,3946,128,532
5894201,1,1,1,3944,129,532
5894203,1,1,2,3942,130,532
5894209,1,1,1,3942,130,532
5894217,1,1,2,3940,131,532
5894220,1,1,1,3940,131,533
5894221,1,1,2,3938,132,533
5894225,1,1,3,3936,133,533
5894232,0,1,3,3936,133,533
5894235,0,1,2,3936,133,533
5894241,0,1,1,3936,133,533
5894246,0,1,1,3937,132,533
5894369,0,1,1,3938,131,533
5895161,0,1,0,3938,131,534
5899202,0,1,0,3939,130,534
5899767,0,1,0,3940,129,534
5901119,1,1,0,3940,129,534
5901135,1,1,1,3938,130,534
5901146,1,1,2,3936,131,534
5901155,1,1,1,3936,131,534
5901160,1,1,2,3934,132,534
5901163,1,1,3,3932,133,534
5901164,1,1,2,3932,133,534
5901167,1,1,1,3932,133,534
5901220,1,1,2,3930,134,534
5901222,1,1,3,3928,135,534
5901241,1,1,2,3928,135,534
5901247,1,1,1,3928,135,534
5901249,1,1,2,3926,136,534
5901256,1,1,1,3926,136,535
5901258,1,1,2,3924,137,535
5901267,1,1,1,3924,137,535
5901271,1,1,2,3922,138,535
5901277,1,1,3,3920,139,535
5901285,1,1,2,3920,139,535
5901293,1,1,1,3920,139,535
5901301,1,1,2,3918,140,535
5901303,1,1,3,3916,141,535
5901310,1,1,4,3914,142,535
5901319,1,1,5,3912,143,535
5901322,1,1,4,3912,143,535
5901328,1,1,5,3910,144,535
5901329,1,1,6,3908,145,535
5901331,1,1,5,3908,145,535
5901333,1,1,6,3906,146,535
5901336,1,1,7,3904,147,535
5901349,1,1,8,3902,148,535
5901351,1,1,9,3900,149,535
5901352,1,1,8,3900,149,535
5901353,1,1,7,3900,149,535
5901359,1,1,8,3898,150,535
5901360,1,1,9,3896,151,535
5901364,1,1,8,3896,151,535
5901369,1,1,7,3896,151,535
5901380,1,1,8,3894,152,535
5901391,1,1,9,3892,153,535
5901398,1,1,10,3890,154,535
5901407,1,1,11,3888,155,535
5901410,1,1,12,3886,156,535
5901430,1,1,13,3884,157,535
5901432,1,1,14,3882,158,535
5901455,1,1,13,3882,158,535
5901460,1,1,12,3882,158,535
5901461,1,1,11,3882,158,535
5901465,1,1,10,3882,158,535
5901471,1,1,9,3882,158,535
5901478,1,1,10,3880,159,535
5901480,1,1,9,3880,159,535
5901486,1,1,8,3880,159,535
5901488,1,1,9,3878,160,535
5901493,1,1,10,3876,161,535
5901494,1,1,9,3876,161,535
5901496,0,1,9,3876,161,535
5901501,0,1,8,3876,161,535
5901504,0,1,7,3876,161,536
5901510,0,1,6,3876,161,536
5901514,0,1,5,3876,161,536
5901521,0,1,4,3876,161,536
5901522,0,1,3,3876,161,536
5901536,0,1,2,3876,161,537
5901541,0,1,1,3876,161,537
5901608,0,1,0,3876,161,538
5903514,0,1,0,3877,160,538
5904909,0,1,0,3878,159,538
5905848,0,1,0,3879,158,538
5905981,0,1,0,3880,157,538
5906436,0,1,0,3881,156,538
5908601,0,1,0,3882,155,538
5910132,0,1,0,3883,154,538
5910643,0,1,0,3884,153,538
5910670,0,1,0,3885,152,538
5911710,1,1,0,3885,152,538
5911722,1,1,1,3883,153,538
5911724,1,1,0,3883,153,539
5911746,1,1,1,3881,154,539
5911747,1,1,2,3879,155,539
5911748,1,1,1,3879,155,539
5911756,0,1,1,3879,155,539
5912069,0,1,0,3879,155,540
5912086,0,1,0,3880,154,540
5917877,0,1,0,3881,153,540
5918492,1,1,0,3881,153,540
5918502,1,1,1,3879,154,540
5918515,1,1,2,3877,155,540
5918516,1,1,3,3875,156,540
5918525,1,1,4,3873,157,540
5918526,1,1,3,3873,157,540
5918529,1,1,2,3873,157,540
5918533,1,1,3,3871,158,540
5918538,1,1,4,3869,159,540
5918539,1,1,5,3867,160,540
5918541,1,1,6,3865,161,540
5918543,0,1,6,3865,161,540
5918548,0,1,5,3865,161,540
5918553,0,1,4,3865,161,540
5918561,0,1,4,3866,160,540
5918570,0,1,3,3866,160,540
5918582,0,1,2,3866,160,540
5918587,0,1,1,3866,160,540
5918654,0,1,0,3866,160,541
5919091,0,1,0,3867,159,541
5919267,0,1,0,3868,158,541
5919501,1,1,0,3868,158,541
5919511,1,1,1,3866,159,541
5919530,1,1,2,3864,160,541
5919534,1,1,1,3864,160,541
5919537,1,1,2,3862,161,541
5919538,1,1,3,3860,162,541
5919539,1,1,4,3858,163,541
5919544,1,1,3,3858,163,541
5919545,1,1,4,3856,164,541
5919550,1,1,5,3854,165,541
5919551,1,1,6,3852,166,541
5919555,1,1,5,3852,166,541
5919558,1,1,4,3852,166,541
5919570,1,1,5,3850,167,541
5919574,1,1,6,3848,168,541
5919577,1,1,5,3848,168,541
5919578,1,1,6,3846,169,541
5919579,0,1,6,3846,169,541
5919596,0,1,5,3846,169,541
5919601,0,1,4,3846,169,541
5919610,0,1,3,3846,169,541
5919620,0,1,2,3846,169,541
5919628,0,1,1,3846,169,541
5920276,0,1,1,3847,168,541
5920741,0,1,1,3848,167,541
5920807,0,1,0,3848,167,542
5922386,0,1,0,3849,166,542
5923082,0,1,0,3850,165,542
5923354,0,1,0,3851,164,542
5923406,0,1,0,3852,163,542
5923986,0,1,0,3853,162,542
5926988,0,1,0,3854,161,542
5927123,0,1,0,3855,160,542
5927439,0,1,0,3856,159,542
5928593,0,1,0,3857,158,542
5928881,0,1,0,3858,157,542
5929247,1,1,0,3858,157,542
5929262,1,1,1,3856,158,542
5929265,1,1,2,3854,159,542
5929269,1,1,1,3854,159,542
5929271,1,1,2,3852,160,542
5929279,1,1,3,3850,161,542
5929282,1,1,4,3848,162,542
5929291,1,1,3,3848,162,542
5929292,1,1,2,3848,162,542
5929295,1,1,1,3848,162,542
5929300,1,1,2,3846,163,542
5929301,1,1,1,3846,163,542
5929305,1,1,2,3844,164,542
5929308,1,1,3,3842,165,542
5929309,1,1,2,3842,165,542
5929312,0,1,2,3842,165,542
5929321,0,1,1,3842,165,542
5929339,0,1,0,3842,165,543
5929811,0,1,0,3843,164,543
5929925,0,1,0,3844,163,543
5934232,0,1,0,3845,162,543
5935157,0,1,0,3846,161,543
5935296,1,1,0,3846,161,543
5935297,1,1,1,3844,162,543
5935312,0,1,1,3844,162,543
5935512,0,1,0,3844,162,544
5936369,0,1,0,3845,161,544
5937906,0,1,0,3846,160,544
5941452,0,1,0,3847,159,544
5943936,0,1,0,3848,158,544
5947046,0,1,0,3849,157,544
5947398,0,1,0,3850,156,544
5947423,0,1,0,3851,155,544
5948050,0,1,0,3852,154,544
5949138,0,1,0,3853,153,544
5949749,0,1,0,3854,152,544
5951640,0,1,0,3855,151,544
5952190,0,1,0,3856,150,544
5953534,0,1,0,3857,149,544
5954179,0,1,0,3858,148,544
5954936,0,1,0,3859,147,544
5955076,1,1,0,3859,147,544
5955101,0,1,0,3859,147,544
5955997,0,1,0,3860,146,544
5956539,0,1,0,3861,145,544
5957046,0,1,0,3862,144,544
5957155,0,1,0,3863,143,544
5957487,0,1,0,3864,142,544
5958106,0,1,0,3865,141,544
5958382,0,1,0,3866,140,544
5958425,0,1,0,3867,139,544
5960485,0,1,0,3868,138,544
5961210,0,1,0,3869,137,544
5961473,0,1,0,3870,136,544
5961476,0,1,0,3871,135,544
5962327,0,1,0,3872,134,544
5962659,0,1,0,3873,133,544
5962713,0,1,0,3874,132,544
5964229,0,1,0,3875,131,544
5964253,0,1,0,3876,130,544
5965612,0,1,0,3877,129,544
5967559,0,1,0,3878,128,544
5967829,0,1,0,3879,127,544
5968319,0,1,0,3880,126,544
5973133,0,1,0,3881,125,544
5973142,0,1,0,3882,124,544
5974972,0,1,0,3883,123,544
5975279,0,1,0,3884,122,544
5975825,0,1,0,3885,121,544
5976992,0,1,0,3886,120,544
5977743,0,1,0,3887,119,544
5978567,0,1,0,3888,118,544
5978917,0,1,0,3889,117,544
5980365,0,1,0,3890,116,544
5980951,0,1,0,3891,115,544
5982887,0,1,0,3892,114,544
5985320,0,1,0,3893,113,544
5985503,0,1,0,3894,112,544
5987713,0,1,0,3895,111,544
5987863,0,1,0,3896,110,544
5988941,0,1,0,3897,109,544
5989499,0,1,0,3898,108,544
5990309,0,1,0,3899,107,544
5991137,0,1,0,3900,106,544
5992135,0,1,0,3901,105,544
5992461,0,1,0,3902,104,544
5992489,0,1,0,3903,103,544
5992668,0,1,0,3904,102,544
5993237,0,1,0,3905,101,544
5993689,0,1,0,3906,100,544
5994093,0,1,0,3907,99,544
5994919,0,1,0,3908,98,544
5996314,0,1,0,3909,97,544
5996861,0,1,0,3910,96,544
5999154,0,1,0,3911,95,544
5999755,0,1,0,3912,94,544
6001633,0,1,0,3913,93,544
6001722,0,1,0,3914,92,544
6002458,0,1,0,3915,91,544
6003023,0,1,0,3916,90,544
6003376,0,1,0,3917,89,544
6003942,0,1,0,3918,88,544
6004587,0,1,0,3919,87,544
6005900,0,1,0,3920,86,544
6006024,1,1,0,3920,86,544
6006025,0,1,0,3920,86,544
6007395,0,1,0,3921,85,544
6008100,0,1,0,3922,84,544
6008258,0,1,0,3923,83,544
6008695,0,1,0,3924,82,544
6009499,0,1,0,3925,81,544
6009660,0,1,0,3926,80,544
6010189,0,1,0,3927,79,544
6010694,0,1,0,3928,78,544
6011173,0,1,0,3929,77,544
6011535,0,1,0,3930,76,544
6011888,0,1,0,3931,75,544
6014302,0,1,0,3932,74,544
6014372,0,1,0,3933,73,544
6015819,0,1,0,3934,72,544
6016409,0,1,0,3935,71,544
6016573,0,1,0,3936,70,544
6018604,1,1,0,3936,70,544
6018613,1,1,1,3934,71,544
6018616,1,1,2,3932,72,544
6018617,1,1,1,3932,72,544
6018633,1,1,2,3930,73,544
6018655,1,1,1,3930,73,544
6018658,1,1,2,3928,74,544
6018671,1,1,3,3926,75,544
6018675,1,1,2,3926,75,544
6018677,1,1,1,3926,75,544
6018681,1,1,2,3924,76,544
6018695,1,1,1,3924,76,544
6018698,1,1,2,3922,77,544
6018710,1,1,3,3920,78,544
6018711,1,1,4,3918,79,544
6018715,1,1,5,3916,80,544
