step,a,b,c,x,xprime,y
1079257,1,1,1,8723,131,103
1079268,1,1,2,8721,132,103
1079275,1,1,3,8719,133,103
1079276,1,1,2,8719,133,103
1079280,1,1,1,8719,133,103
1079285,1,1,2,8717,134,103
1079289,1,1,3,8715,135,103
1079292,1,1,4,8713,136,103
1079299,1,1,5,8711,137,103
1079300,1,1,4,8711,137,103
1079302,1,1,5,8709,138,103
1079303,1,1,6,8707,139,103
1079308,1,1,6,8708,138,103
1079309,1,1,7,8706,139,103
1079313,1,1,6,8706,139,103
1079314,1,1,7,8704,140,103
1079316,1,1,8,8702,141,103
1079336,1,1,7,8702,141,103
1079348,1,1,6,8702,141,103
1079354,1,1,5,8702,141,103
1079357,1,1,6,8700,142,103
1079359,1,1,5,8700,142,103
1079364,1,1,6,8698,143,103
1079374,1,1,5,8698,143,103
1079379,1,1,6,8696,144,103
1079386,1,1,5,8696,144,103
1079392,1,1,6,8694,145,103
1079397,1,1,5,8694,145,103
1079400,1,1,6,8692,146,103
1079401,1,1,5,8692,146,103
1079404,1,1,4,8692,146,103
1079405,1,1,3,8692,146,103
1079415,1,1,4,8690,147,103
1079421,1,1,5,8688,148,103
1079424,1,1,6,8686,149,103
1079429,1,1,5,8686,149,103
1079437,0,1,5,8686,149,103
1079442,0,1,4,8686,149,103
1079463,0,1,3,8686,149,103
1079480,0,1,2,8686,149,103
1079481,0,1,1,8686,149,103
1079580,0,1,1,8687,148,103
1079707,0,1,1,8688,147,103
1079801,0,1,1,8689,146,103
1079868,0,1,1,8690,145,103
1080615,0,1,1,8691,144,103
1081258,0,1,0,8691,144,104
1081486,0,1,0,8692,143,104
1081847,0,1,0,8693,142,104
1085177,0,1,0,8694,141,104
1086424,0,1,0,8695,140,104
1087198,0,1,0,8696,139,104
1087492,1,1,0,8696,139,104
1087506,1,1,1,8694,140,104
1087518,1,1,2,8692,141,104
1087519,1,1,3,8690,142,104
1087524,1,1,2,8690,142,104
1087526,0,1,2,8690,142,104
1087528,0,1,1,8690,142,104
1088026,0,1,1,8691,141,104
1088127,0,1,1,8692,140,104
1088526,0,1,0,8692,140,105
1088766,1,1,0,8692,140,105
1088768,1,1,1,8690,141,105
1088769,1,1,2,8688,142,105
1088774,1,1,1,8688,142,105
1088781,1,1,2,8686,143,105
1088783,1,1,3,8684,144,105
1088784,1,1,4,8682,145,105
1088795,1,1,3,8682,145,105
1088797,1,1,4,8680,146,105
1088801,1,1,3,8680,146,105
1088803,1,1,2,8680,146,105
1088805,1,1,3,8678,147,105
1088807,1,1,4,8676,148,105
1088809,1,1,5,8674,149,105
1088814,1,1,6,8672,150,105
1088819,1,1,7,8670,151,105
1088825,1,1,6,8670,151,105
1088830,1,1,6,8671,150,105
1088831,1,1,5,8671,150,105
1088840,1,1,4,8671,150,105
1088845,1,1,5,8669,151,105
1088848,1,1,4,8669,151,105
1088853,1,1,5,8667,152,105
1088854,0,1,5,8667,152,105
1088859,0,1,4,8667,152,105
1088866,0,1,3,8667,152,105
1088880,0,1,2,8667,152,105
1088895,0,1,1,8667,152,105
1090366,0,1,1,8668,151,105
1091833,0,1,0,8668,151,106
1091879,0,1,0,8669,150,106
1092089,1,1,0,8669,150,106
1092095,1,1,1,8667,151,106
1092100,1,1,2,8665,152,106
1092101,1,1,3,8663,153,106
1092107,1,1,2,8663,153,106
1092111,1,1,1,8663,153,106
1092112,1,1,2,8661,154,106
1092113,0,1,2,8661,154,106
1092139,0,1,1,8661,154,106
1092261,0,1,0,8661,154,107
1094961,1,1,0,8661,154,107
1094966,1,1,1,8659,155,107
1094971,1,1,2,8657,156,107
1094973,1,1,1,8657,156,107
1094990,1,1,2,8655,157,107
1094997,1,1,1,8655,157,107
1095010,1,1,2,8653,158,107
1095012,1,1,3,8651,159,107
1095013,1,1,2,8651,159,107
1095021,1,1,1,8651,159,107
1095027,1,1,2,8649,160,107
1095030,1,1,3,8647,161,107
1095033,1,1,4,8645,162,107
1095036,1,1,3,8645,162,107
1095037,1,1,2,8645,162,107
1095039,1,1,1,8645,162,107
1095059,1,1,0,8645,162,108
1095072,1,1,1,8643,163,108
1095073,1,1,2,8641,164,108
1095074,1,1,3,8639,165,108
1095081,1,1,2,8639,165,108
1095084,1,1,1,8639,165,108
1095093,0,1,1,8639,165,108
1095204,0,1,1,8640,164,108
1096426,0,1,0,8640,164,109
1098742,0,1,0,8641,163,109
1099186,0,1,0,8642,162,109
1101529,0,1,0,8643,161,109
1101879,0,1,0,8644,160,109
1102127,0,1,0,8645,159,109
1103276,1,1,0,8645,159,109
1103287,1,1,1,8643,160,109
1103292,1,1,2,8641,161,109
1103295,1,1,3,8639,162,109
1103297,1,1,2,8639,162,109
1103299,0,1,2,8639,162,109
1103300,0,1,1,8639,162,109
1103942,0,1,1,8640,161,109
1103969,0,1,0,8640,161,110
1105617,0,1,0,8641,160,110
1106381,0,1,0,8642,159,110
1106645,1,1,0,8642,159,110
1106648,1,1,1,8640,160,110
1106689,1,1,2,8638,161,110
1106690,1,1,3,8636,162,110
1106692,1,1,4,8634,163,110
1106700,1,1,5,8632,164,110
1106702,1,1,4,8632,164,110
1106711,1,1,5,8630,165,110
1106714,0,1,5,8630,165,110
1106717,0,1,4,8630,165,110
1106727,0,1,3,8630,165,110
1106743,0,1,2,8630,165,110
1106745,0,1,1,8630,165,110
1107183,0,1,0,8630,165,111
1108325,0,1,0,8631,164,111
1110870,0,1,0,8632,163,111
1111566,0,1,0,8633,162,111
1112751,0,1,0,8634,161,111
1113844,0,1,0,8635,160,111
1114473,0,1,0,8636,159,111
1115607,0,1,0,8637,158,111
1119287,0,1,0,8638,157,111
1119800,0,1,0,8639,156,111
1120276,0,1,0,8640,155,111
1120306,1,1,0,8640,155,111
1120318,1,1,1,8638,156,111
1120357,1,1,2,8636,157,111
1120359,1,1,1,8636,157,111
1120362,1,1,2,8634,158,111
1120364,1,1,3,8632,159,111
1120377,1,1,4,8630,160,111
1120380,1,1,3,8630,160,111
1120388,1,1,4,8628,161,111
1120389,1,1,5,8626,162,111
1120390,1,1,6,8624,163,111
1120391,1,1,5,8624,163,111
1120403,1,1,6,8622,164,111
1120404,1,1,5,8622,164,111
1120413,1,1,4,8622,164,111
1120414,1,1,5,8620,165,111
1120425,1,1,6,8618,166,111
1120429,1,1,5,8618,166,111
1120432,1,1,6,8616,167,111
1120440,1,1,7,8614,168,111
1120444,1,1,6,8614,168,111
1120449,1,1,5,8614,168,111
1120453,1,1,6,8612,169,111
1120456,1,1,5,8612,169,111
1120467,1,1,4,8612,169,111
1120471,1,1,5,8610,170,111
1120477,1,1,6,8608,171,111
1120478,1,1,7,8606,172,111
1120481,1,1,6,8606,172,111
1120482,1,1,7,8604,173,111
1120484,1,1,7,8605,172,111
1120485,1,1,6,8605,172,111
1120491,1,1,7,8603,173,111
1120497,1,1,6,8603,173,111
1120500,1,1,5,8603,173,111
1120503,1,1,4,8603,173,111
1120514,1,1,5,8601,174,111
1120515,1,1,6,8599,175,111
1120516,1,1,5,8599,175,111
1120517,1,1,6,8597,176,111
1120524,1,1,7,8595,177,111
1120530,1,1,8,8593,178,111
1120532,1,1,7,8593,178,111
1120533,1,1,6,8593,178,111
1120541,1,1,7,8591,179,111
1120546,1,1,6,8591,179,111
1120549,0,1,6,8591,179,111
1120556,0,1,5,8591,179,111
1120569,0,1,4,8591,179,111
1120588,0,1,3,8591,179,111
1120594,0,1,2,8591,179,111
1120595,0,1,1,8591,179,111
1121005,0,1,0,8591,179,112
1121395,0,1,0,8592,178,112
1121408,0,1,0,8593,177,112
1121517,0,1,0,8594,176,112
1121549,0,1,0,8595,175,112
1122722,0,1,0,8596,174,112
1123048,0,1,0,8597,173,112
1125456,0,1,0,8598,172,112
1126033,0,1,0,8599,171,112
1126612,0,1,0,8600,170,112
1127577,0,1,0,8601,169,112
1130951,1,1,0,8601,169,112
1130953,1,1,1,8599,170,112
1130961,1,1,2,8597,171,112
1130969,1,1,3,8595,172,112
1130971,1,1,2,8595,172,112
1130972,1,1,1,8595,172,112
1130976,1,1,2,8593,173,112
1130977,1,1,3,8591,174,112
1130986,1,1,4,8589,175,112
1130988,1,1,3,8589,175,112
1130991,1,1,4,8587,176,112
1130997,1,1,3,8587,176,112
1131001,1,1,4,8585,177,112
1131003,1,1,5,8583,178,112
1131007,1,1,4,8583,178,112
1131010,1,1,3,8583,178,112
1131019,1,1,2,8583,178,112
1131024,1,1,3,8581,179,112
1131029,1,1,4,8579,180,112
1131032,1,1,3,8579,180,112
1131041,1,1,2,8579,180,112
1131044,1,1,3,8577,181,112
1131053,1,1,4,8575,182,112
1131054,1,1,5,8573,183,112
1131060,1,1,6,8571,184,112
1131065,1,1,5,8571,184,112
1131067,1,1,6,8569,185,112
1131069,1,1,7,8567,186,112
1131071,1,1,6,8567,186,112
1131079,1,1,5,8567,186,112
1131082,1,1,4,8567,186,112
1131091,1,1,3,8567,186,112
1131092,1,1,2,8567,186,112
1131098,1,1,3,8565,187,112
1131100,1,1,2,8565,187,112
1131101,1,1,1,8565,187,112
1131108,1,1,2,8563,188,112
1131109,1,1,3,8561,189,112
1131111,1,1,4,8559,190,112
1131113,1,1,3,8559,190,112
1131117,1,1,2,8559,190,112
1131118,1,1,3,8557,191,112
1131121,1,1,4,8555,192,112
1131123,1,1,3,8555,192,112
1131126,1,1,2,8555,192,112
1131131,1,1,3,8553,193,112
1131135,1,1,2,8553,193,112
1131141,1,1,3,8551,194,112
1131146,1,1,4,8549,195,112
1131150,1,1,3,8549,195,112
1131154,1,1,4,8547,196,112
1131158,1,1,5,8545,197,112
1131167,1,1,6,8543,198,112
1131181,1,1,5,8543,198,112
1131183,1,1,6,8541,199,112
1131194,1,1,5,8541,199,112
1131195,1,1,6,8539,200,112
1131197,1,1,5,8539,200,112
1131198,1,1,6,8537,201,112
1131210,1,1,5,8537,201,112
1131234,1,1,4,8537,201,112
1131237,1,1,3,8537,201,112
1131238,1,1,2,8537,201,112
1131239,1,1,1,8537,201,112
1131250,0,1,1,8537,201,112
1131346,0,1,0,8537,201,113
1133411,0,1,0,8538,200,113
1133586,0,1,0,8539,199,113
1133849,0,1,0,8540,198,113
1134624,0,1,0,8541,197,113
1135802,0,1,0,8542,196,113
1136249,0,1,0,8543,195,113
1137635,0,1,0,8544,194,113
1138545,0,1,0,8545,193,113
1138612,0,1,0,8546,192,113
1139549,0,1,0,8547,191,113
1142233,0,1,0,8548,190,113
1142518,0,1,0,8549,189,113
1142997,1,1,0,8549,189,113
1143020,1,1,1,8547,190,113
1143042,1,1,2,8545,191,113
1143044,1,1,1,8545,191,113
1143046,1,1,2,8543,192,113
1143052,1,1,1,8543,192,113
1143059,1,1,2,8541,193,113
1143064,0,1,2,8541,193,113
1143070,0,1,1,8541,193,113
1143075,0,1,0,8541,193,114
1143692,0,1,0,8542,192,114
1146047,0,1,0,8543,191,114
1146222,0,1,0,8544,190,114
1146845,0,1,0,8545,189,114
1147573,0,1,0,8546,188,114
1147748,0,1,0,8547,187,114
1147811,0,1,0,8548,186,114
1149013,0,1,0,8549,185,114
1150353,0,1,0,8550,184,114
1151364,0,1,0,8551,183,114
1151910,0,1,0,8552,182,114
1152383,0,1,0,8553,181,114
1154078,0,1,0,8554,180,114
1154443,0,1,0,8555,179,114
1155384,0,1,0,8556,178,114
1156108,0,1,0,8557,177,114
1159340,1,1,0,8557,177,114
1159353,1,1,1,8555,178,114
1159354,1,1,2,8553,179,114
1159355,1,1,3,8551,180,114
1159358,1,1,4,8549,181,114
1159359,1,1,3,8549,181,114
1159363,1,1,2,8549,181,114
1159364,1,1,1,8549,181,114
1159369,1,1,2,8547,182,114
1159370,1,1,3,8545,183,114
1159379,1,1,4,8543,184,114
1159388,1,1,5,8541,185,114
1159393,1,1,4,8541,185,114
1159395,1,1,3,8541,185,114
1159402,1,1,4,8539,186,114
1159407,1,1,5,8537,187,114
1159409,1,1,4,8537,187,114
1159410,1,1,5,8535,188,114
1159411,1,1,4,8535,188,114
1159420,0,1,4,8535,188,114
1159425,0,1,3,8535,188,114
1159430,0,1,2,8535,188,114
1159442,0,1,1,8535,188,114
1160077,0,1,1,8536,187,114
1160237,0,1,0,8536,187,115
1160240,0,1,0,8537,186,115
1160800,1,1,0,8537,186,115
1160812,1,1,1,8535,187,115
1160847,1,1,2,8533,188,115
1160852,1,1,3,8531,189,115
1160853,1,1,4,8529,190,115
1160858,1,1,5,8527,191,115
1160863,1,1,4,8527,191,115
1160871,1,1,5,8525,192,115
1160872,1,1,6,8523,193,115
1160883,1,1,7,8521,194,115
1160884,1,1,6,8521,194,115
1160886,1,1,5,8521,194,115
1160887,1,1,4,8521,194,115
1160888,1,1,3,8521,194,115
1160906,1,1,4,8519,195,115
1160910,1,1,3,8519,195,115
1160912,1,1,4,8517,196,115
1160915,1,1,3,8517,196,115
1160927,1,1,4,8515,197,115
1160934,1,1,3,8515,197,115
1160935,1,1,4,8513,198,115
1160947,1,1,5,8511,199,115
1160962,1,1,6,8509,200,115
1160964,1,1,7,8507,201,115
1160979,1,1,8,8505,202,115
1160997,1,1,7,8505,202,115
1160999,1,1,6,8505,202,115
1161012,1,1,7,8503,203,115
1161015,0,1,7,8503,203,115
1161020,0,1,6,8503,203,115
1161033,0,1,5,8503,203,115
1161036,0,1,4,8503,203,115
1161043,0,1,3,8503,203,115
1161048,0,1,2,8503,203,115
1161050,0,1,1,8503,203,115
1161142,0,1,0,8503,203,116
1161242,0,1,0,8504,202,116
1161756,0,1,0,8505,201,116
1162158,0,1,0,8506,200,116
1162697,0,1,0,8507,199,116
1165019,0,1,0,8508,198,116
1165558,0,1,0,8509,197,116
1166167,0,1,0,8510,196,116
1166254,1,1,0,8510,196,116
1166265,1,1,1,8508,197,116
1166270,1,1,2,8506,198,116
1166279,1,1,1,8506,198,116
1166284,1,1,2,8504,199,116
1166286,1,1,3,8502,200,116
1166288,1,1,4,8500,201,116
1166289,1,1,5,8498,202,116
1166296,1,1,6,8496,203,116
1166297,1,1,5,8496,203,116
1166298,1,1,6,8494,204,116
1166299,1,1,6,8495,203,116
1166301,1,1,5,8495,203,116
1166313,1,1,4,8495,203,116
1166316,1,1,5,8493,204,116
1166320,1,1,4,8493,204,116
1166322,1,1,3,8493,204,116
1166325,1,1,4,8491,205,116
1166327,1,1,3,8491,205,116
1166337,1,1,4,8489,206,116
1166352,1,1,5,8487,207,116
1166355,1,1,4,8487,207,116
1166356,1,1,3,8487,207,116
1166359,1,1,2,8487,207,116
1166377,1,1,3,8485,208,116
1166381,1,1,4,8483,209,116
1166382,1,1,5,8481,210,116
1166384,1,1,6,8479,211,116
1166386,1,1,5,8479,211,116
1166387,1,1,6,8477,212,116
1166391,1,1,7,8475,213,116
1166394,1,1,8,8473,214,116
1166396,1,1,9,8471,215,116
1166400,1,1,10,8469,216,116
1166405,1,1,9,8469,216,116
1166408,1,1,8,8469,216,116
1166412,1,1,7,8469,216,116
1166433,1,1,6,8469,216,116
1166434,1,1,5,8469,216,116
1166435,1,1,4,8469,216,116
1166438,1,1,5,8467,217,116
1166447,1,1,6,8465,218,116
1166452,1,1,7,8463,219,116
1166457,1,1,8,8461,220,116
1166466,1,1,9,8459,221,116
1166469,1,1,8,8459,221,116
1166478,1,1,7,8459,221,116
1166480,0,1,7,8459,221,116
1166491,0,1,6,8459,221,116
1166496,0,1,5,8459,221,116
1166509,0,1,4,8459,221,116
1166512,0,1,3,8459,221,116
1166519,0,1,2,8459,221,116
1166520,0,1,1,8459,221,116
1166703,0,1,1,8460,220,116
1166909,0,1,1,8461,219,116
1167088,0,1,0,8461,219,117
1167305,0,1,0,8462,218,117
1169909,0,1,0,8463,217,117
1171209,0,1,0,8464,216,117
1173401,0,1,0,8465,215,117
1173978,0,1,0,8466,214,117
1176256,0,1,0,8467,213,117
1179461,0,1,0,8468,212,117
1180962,0,1,0,8469,211,117
1182240,0,1,0,8470,210,117
1182791,0,1,0,8471,209,117
1184063,0,1,0,8472,208,117
1184586,0,1,0,8473,207,117
1184918,1,1,0,8473,207,117
1184923,1,1,1,8471,208,117
1184932,1,1,2,8469,209,117
1184935,1,1,1,8469,209,117
1184940,1,1,2,8467,210,117
1184943,1,1,1,8467,210,117
1184946,1,1,2,8465,211,117
1184950,1,1,1,8465,211,117
1184975,1,1,2,8463,212,117
1184982,1,1,3,8461,213,117
1184992,1,1,2,8461,213,117
1184993,1,1,1,8461,213,117
1184994,1,1,2,8459,214,117
1184995,1,1,3,8457,215,117
1185001,1,1,4,8455,216,117
1185003,1,1,5,8453,217,117
1185005,1,1,4,8453,217,117
1185015,1,1,3,8453,217,117
1185019,1,1,2,8453,217,117
1185020,1,1,1,8453,217,117
1185031,1,1,2,8451,218,117
1185038,1,1,1,8451,218,117
1185040,1,1,2,8449,219,117
1185045,1,1,1,8449,219,117
1185053,1,1,2,8447,220,117
1185056,1,1,3,8445,221,117
1185060,1,1,2,8445,221,117
1185064,1,1,1,8445,221,117
1185068,1,1,2,8443,222,117
1185076,1,1,3,8441,223,117
1185080,1,1,2,8441,223,117
1185086,1,1,3,8439,224,117
1185090,1,1,2,8439,224,117
1185098,1,1,1,8439,224,117
1185099,1,1,2,8437,225,117
1185101,1,1,3,8435,226,117
1185104,1,1,2,8435,226,117
1185109,1,1,3,8433,227,117
1185115,1,1,2,8433,227,117
1185118,1,1,3,8431,228,117
1185124,1,1,2,8431,228,117
1185131,1,1,1,8431,228,117
1185164,0,1,1,8431,228,117
1185325,0,1,0,8431,228,118
1186432,0,1,0,8432,227,118
1186773,0,1,0,8433,226,118
1187087,0,1,0,8434,225,118
1187305,0,1,0,8435,224,118
1187718,0,1,0,8436,223,118
1187895,0,1,0,8437,222,118
1188418,0,1,0,8438,221,118
1190798,0,1,0,8439,220,118
1191117,0,1,0,8440,219,118
1192319,0,1,0,8441,218,118
1193057,0,1,0,8442,217,118
1193931,0,1,0,8443,216,118
1194170,0,1,0,8444,215,118
1197382,0,1,0,8445,214,118
1197816,0,1,0,8446,213,118
1198009,0,1,0,8447,212,118
1198355,0,1,0,8448,211,118
1198872,0,1,0,8449,210,118
1199560,0,1,0,8450,209,118
1199616,0,1,0,8451,208,118
1200184,0,1,0,8452,207,118
1202844,0,1,0,8453,206,118
1203420,0,1,0,8454,205,118
1204608,0,1,0,8455,204,118
1205290,0,1,0,8456,203,118
1207560,0,1,0,8457,202,118
1208641,0,1,0,8458,201,118
1209908,0,1,0,8459,200,118
1209915,0,1,0,8460,199,118
1211518,0,1,0,8461,198,118
1213355,0,1,0,8462,197,118
1214077,0,1,0,8463,196,118
1214189,0,1,0,8464,195,118
1214490,0,1,0,8465,194,118
1214847,1,1,0,8465,194,118
1214850,1,1,1,8463,195,118
1214859,1,1,2,8461,196,118
1214867,1,1,1,8461,196,118
1214871,1,1,2,8459,197,118
1214878,1,1,3,8457,198,118
1214890,1,1,4,8455,199,118
1214891,1,1,5,8453,200,118
1214897,1,1,6,8451,201,118
1214899,1,1,5,8451,201,118
1214902,1,1,4,8451,201,118
1214904,1,1,5,8449,202,118
1214914,1,1,4,8449,202,118
1214923,1,1,3,8449,202,118
1214925,1,1,4,8447,203,118
1214926,1,1,3,8447,203,118
1214933,1,1,2,8447,203,118
1214944,1,1,1,8447,203,118
1214977,1,1,2,8445,204,118
1214980,1,1,3,8443,205,118
1214989,1,1,2,8443,205,118
1214990,1,1,3,8441,206,118
1214993,1,1,4,8439,207,118
1214995,1,1,3,8439,207,118
1215002,1,1,2,8439,207,118
1215005,1,1,3,8437,208,118
1215009,1,1,2,8437,208,118
1215010,1,1,3,8435,209,118
1215012,1,1,4,8433,210,118
1215013,1,1,5,8431,211,118
1215015,1,1,4,8431,211,118
1215017,1,1,3,8431,211,118
1215019,1,1,2,8431,211,118
1215020,1,1,1,8431,211,118
1215045,1,1,2,8429,212,118
1215047,1,1,3,8427,213,118
1215049,1,1,4,8425,214,118
1215053,1,1,3,8425,214,118
1215055,1,1,4,8423,215,118
1215065,1,1,3,8423,215,118
1215069,1,1,2,8423,215,118
1215073,1,1,3,8421,216,118
1215080,1,1,2,8421,216,118
1215081,1,1,1,8421,216,118
1215096,1,1,2,8419,217,118
1215100,1,1,1,8419,217,118
1215103,1,1,2,8417,218,118
1215107,1,1,1,8417,218,118
1215118,1,1,2,8415,219,118
1215120,1,1,3,8413,220,118
1215124,1,1,4,8411,221,118
1215125,1,1,3,8411,221,118
1215126,1,1,4,8409,222,118
1215127,1,1,3,8409,222,118
1215130,1,1,4,8407,223,118
1215139,1,1,3,8407,223,118
1215141,1,1,2,8407,223,118
1215143,1,1,3,8405,224,118
1215154,1,1,4,8403,225,118
1215165,1,1,3,8403,225,118
1215179,1,1,4,8401,226,118
1215181,1,1,5,8399,227,118
1215182,1,1,4,8399,227,118
1215183,1,1,5,8397,228,118
1215184,1,1,4,8397,228,118
1215185,1,1,5,8395,229,118
1215189,1,1,6,8393,230,118
1215190,1,1,5,8393,230,118
1215199,1,1,6,8391,231,118
1215200,1,1,5,8391,231,118
1215204,1,1,6,8389,232,118
1215207,1,1,7,8387,233,118
1215209,1,1,6,8387,233,118
1215221,1,1,7,8385,234,118
1215222,1,1,8,8383,235,118
1215234,1,1,9,8381,236,118
1215239,1,1,8,8381,236,118
1215241,1,1,9,8379,237,118
1215243,1,1,8,8379,237,118
1215245,1,1,9,8377,238,118
1215246,1,1,10,8375,239,118
1215249,1,1,11,8373,240,118
1215253,1,1,12,8371,241,118
1215258,1,1,11,8371,241,118
1215263,1,1,10,8371,241,118
1215264,1,1,11,8369,242,118
1215266,1,1,10,8369,242,118
1215267,1,1,9,8369,242,118
1215269,1,1,10,8367,243,118
1215272,1,1,11,8365,244,118
1215279,1,1,10,8365,244,118
1215288,1,1,9,8365,244,118
1215289,1,1,8,8365,244,118
1215290,1,1,7,8365,244,118
1215291,1,1,6,8365,244,118
1215295,1,1,7,8363,245,118
1215297,1,1,8,8361,246,118
1215302,1,1,9,8359,247,118
1215327,1,1,10,8357,248,118
1215329,1,1,9,8357,248,118
1215330,1,1,10,8355,249,118
1215331,1,1,11,8353,250,118
1215333,1,1,10,8353,250,118
1215335,1,1,9,8353,250,118
1215346,1,1,10,8351,251,118
1215348,1,1,9,8351,251,118
1215350,1,1,10,8349,252,118
1215353,1,1,9,8349,252,118
1215354,1,1,10,8347,253,118
1215356,1,1,11,8345,254,118
1215357,1,1,12,8343,255,118
1215361,1,1,13,8341,256,118
1215365,1,1,14,8339,257,118
1215370,1,1,15,8337,258,118
1215371,1,1,16,8335,259,118
1215380,1,1,17,8333,260,118
1215386,1,1,18,8331,261,118
1215387,1,1,17,8331,261,118
1215391,1,1,18,8329,262,118
1215392,1,1,17,8329,262,118
1215394,1,1,16,8329,262,118
1215400,1,1,17,8327,263,118
1215403,0,1,17,8327,263,118
1215411,0,1,16,8327,263,118
1215456,0,1,15,8327,263,118
1215462,0,1,14,8327,263,118
1215481,0,1,13,8327,263,118
1215486,0,1,12,8327,263,118
1215505,0,1,11,8327,263,118
1215509,0,1,10,8327,263,118
1215513,0,1,9,8327,263,118
1215516,0,1,8,8327,263,118
1215522,0,1,7,8327,263,118
1215525,0,1,6,8327,263,118
1215531,0,1,5,8327,263,118
1215556,0,1,4,8327,263,118
1215567,0,1,3,8327,263,118
1215575,0,1,2,8327,263,118
1215621,0,1,1,8327,263,118
1216026,0,1,1,8328,262,118
1217927,0,1,1,8329,261,118
1218362,0,1,1,8330,260,118
1220475,0,1,1,8331,259,118
1223622,0,1,1,8332,258,118
1223919,0,1,0,8332,258,119
1225660,0,1,0,8333,257,119
1225793,0,1,0,8334,256,119
1226486,1,1,0,8334,256,119
1226499,1,1,1,8332,257,119
1226500,1,1,2,8330,258,119
1226506,1,1,3,8328,259,119
1226510,1,1,2,8328,259,119
1226512,1,1,1,8328,259,119
1226517,1,1,2,8326,260,119
1226520,1,1,1,8326,260,119
1226541,1,1,2,8324,261,119
1226543,1,1,1,8324,261,119
1226557,1,1,2,8322,262,119
1226559,1,1,3,8320,263,119
1226573,1,1,4,8318,264,119
1226575,1,1,3,8318,264,119
1226584,1,1,2,8318,264,119
1226585,1,1,1,8318,264,119
1226602,1,1,2,8316,265,119
1226617,1,1,1,8316,265,119
1226620,1,1,2,8314,266,119
1226625,1,1,3,8312,267,119
1226626,1,1,2,8312,267,119
1226627,1,1,1,8312,267,119
1226628,0,1,1,8312,267,119
1226747,1,1,1,8312,267,119
1226748,1,1,2,8310,268,119
1226749,1,1,1,8310,268,119
1226754,1,1,2,8308,269,119
1226755,1,1,3,8306,270,119
1226758,1,1,2,8306,270,119
1226765,1,1,1,8306,270,119
1226773,1,1,2,8304,271,119
1226775,1,1,1,8304,271,119
1226797,0,1,1,8304,271,119
1229555,0,1,1,8305,270,119
1229995,0,1,1,8306,269,119
1231510,0,1,1,8307,268,119
1231586,0,1,0,8307,268,120
1231729,0,1,0,8308,267,120
1231981,0,1,0,8309,266,120
1232170,0,1,0,8310,265,120
1234325,1,1,0,8310,265,120
1234328,1,1,1,8308,266,120
1234336,1,1,2,8306,267,120
1234339,0,1,2,8306,267,120
1234352,0,1,1,8306,267,120
1234376,0,1,0,8306,267,121
1234406,0,1,0,8307,266,121
1236196,0,1,0,8308,265,121
1237220,0,1,0,8309,264,121
1238280,0,1,0,8310,263,121
1238686,0,1,0,8311,262,121
1239215,0,1,0,8312,261,121
1239584,0,1,0,8313,260,121
1240341,0,1,0,8314,259,121
1241338,0,1,0,8315,258,121
1244850,1,1,0,8315,258,121
1244853,1,1,1,8313,259,121
1244858,1,1,2,8311,260,121
1244859,1,1,1,8311,260,121
1244865,0,1,1,8311,260,121
1245328,0,1,0,8311,260,122
1248580,0,1,0,8312,259,122
1248641,0,1,0,8313,258,122
1248878,0,1,0,8314,257,122
1250078,0,1,0,8315,256,122
1250668,0,1,0,8316,255,122
1251591,0,1,0,8317,254,122
1252697,0,1,0,8318,253,122
1252893,1,1,0,8318,253,122
1252894,1,1,1,8316,254,122
1252903,1,1,2,8314,255,122
1252905,1,1,1,8314,255,122
1252912,1,1,2,8312,256,122
1252917,1,1,3,8310,257,122
1252924,1,1,4,8308,258,122
1252932,1,1,5,8306,259,122
1252936,0,1,5,8306,259,122
1252940,0,1,4,8306,259,122
1252969,0,1,4,8307,258,122
1252978,0,1,3,8307,258,122
1252989,0,1,2,8307,258,122
1252996,0,1,1,8307,258,122
1253253,0,1,1,8308,257,122
1253290,0,1,1,8309,256,122
1253447,0,1,1,8310,255,122
1253811,0,1,0,8310,255,123
1255065,0,1,0,8311,254,123
1255730,0,1,0,8312,253,123
1256664,0,1,0,8313,252,123
1256900,0,1,0,8314,251,123
1256955,0,1,0,8315,250,123
1257054,0,1,0,8316,249,123
1259369,0,1,0,8317,248,123
1260203,1,1,0,8317,248,123
1260228,1,1,1,8315,249,123
1260256,0,1,1,8315,249,123
1260369,0,1,0,8315,249,124
1261510,0,1,0,8316,248,124
1262490,0,1,0,8317,247,124
1263132,1,1,0,8317,247,124
1263140,1,1,1,8315,248,124
1263142,1,1,2,8313,249,124
1263143,1,1,1,8313,249,124
1263166,1,1,2,8311,250,124
1263167,1,1,1,8311,250,124
1263179,1,1,2,8309,251,124
1263180,1,1,3,8307,252,124
1263185,1,1,4,8305,253,124
1263186,1,1,3,8305,253,124
1263192,1,1,2,8305,253,124
1263193,1,1,1,8305,253,124
1263210,1,1,2,8303,254,124
1263213,1,1,3,8301,255,124
1263214,1,1,2,8301,255,124
1263218,0,1,2,8301,255,124
1263226,0,1,1,8301,255,124
1263350,0,1,0,8301,255,125
1263532,0,1,0,8302,254,125
1263621,0,1,0,8303,253,125
1265008,0,1,0,8304,252,125
1265981,0,1,0,8305,251,125
1269592,0,1,0,8306,250,125
1270499,0,1,0,8307,249,125
1271282,0,1,0,8308,248,125
